Student_ID,Student_Name,College_Name,Total_Sessions,Sessions_Attended,Average_Attendance_Minutes,Attendance_Percentage,Attendance_Std,Consistency_Score,Domain_Participation_Count,Engagement_Score,Certified,Predicted_Certified
ST0913,Divya Yadav,AEC,40,34,45.38,85.0,19.78,80.22,1,71.57,1,1
ST0916,Keerthana Kumar,MREC,40,39,50.98,97.5,9.37,90.63,1,80.94,1,1
ST0917,Harsha Singh,KL University,40,37,49.9,92.5,15.11,84.89,1,76.72,1,1
ST0918,Harsha Singh,JNTUK,40,35,46.22,87.5,18.09,81.91,1,73.32,1,1
ST0919,Arjun Sharma,VIT AP,40,34,45.35,85.0,19.7,80.3,1,71.59,1,1
ST0921,Vikram Kumar,AEC,40,40,53.7,100.0,4.74,95.26,1,83.58,1,1
ST0922,Arjun Singh,Andhra Loyola,40,33,42.35,82.5,20.12,79.88,1,70.21,1,1
ST0923,Vikram Rao,VIT AP,40,40,52.08,100.0,4.2,95.8,1,83.74,1,1
ST0927,Praveen Gupta,VVIT,40,33,44.18,82.5,20.98,79.02,1,69.95,1,1
ST0931,Sai Sharma,CBIT,40,37,47.9,92.5,14.44,85.56,1,76.92,1,1
ST0932,Nikhil Kumar,GITAM,40,32,41.25,80.0,21.24,78.76,1,68.63,1,1
ST0934,Keerthana Rao,KITS,40,40,52.15,100.0,4.12,95.88,1,83.76,1,1
ST0935,Akhil Reddy,LBRCE,40,37,49.92,92.5,15.12,84.88,1,76.71,1,1
ST0937,Nikhil Kumar,Aditya Engineering,40,34,44.3,85.0,19.52,80.48,1,71.65,1,1
ST0938,Kiran Yadav,SRM AP,40,39,50.88,97.5,9.42,90.58,1,80.92,1,1
ST0939,Vikram Verma,Prasad V Potluri,40,40,51.92,100.0,4.65,95.35,1,83.61,1,1
ST0941,Akhil Singh,CMR College,40,38,51.12,95.0,12.58,87.42,1,78.73,1,1
ST0943,Harsha Singh,Bapatla Engg,40,35,45.75,87.5,18.1,81.9,1,73.32,1,1
ST0944,Harsha Reddy,Malla Reddy,40,36,47.62,90.0,16.91,83.09,1,74.93,1,1
ST0945,Akhil Sharma,JNTUK,40,33,43.68,82.5,20.87,79.13,1,69.99,1,1
ST0946,Praveen Yadav,MREC,40,38,49.65,95.0,12.34,87.66,1,78.8,1,1
ST0948,Jay Yadav,SRM AP,40,34,45.0,85.0,19.6,80.4,1,71.62,1,1
ST0949,Teja Verma,RGUKT,40,34,44.72,85.0,19.48,80.52,1,71.66,1,1
ST0950,Kiran Yadav,VNR VJIET,40,33,43.7,82.5,20.8,79.2,1,70.01,1,1
ST0951,Arjun Sharma,CMR College,40,38,50.45,95.0,12.55,87.45,1,78.73,1,1
ST0954,Sanjay Singh,VIT AP,40,32,41.65,80.0,21.49,78.51,1,68.55,1,1
ST0955,Rohit Sharma,NRI Institute,40,36,47.35,90.0,16.46,83.54,1,75.06,1,1
ST0956,Rahul Singh,Malla Reddy,40,36,48.02,90.0,16.94,83.06,1,74.92,1,1
ST0957,Rohit Rao,Bapatla Engg,40,40,51.95,100.0,4.22,95.78,1,83.73,1,1
ST0958,Akhil Patel,JNTUH,40,32,42.38,80.0,21.91,78.09,1,68.43,1,1
ST0961,Harsha Verma,AEC,40,35,47.15,87.5,18.62,81.38,1,73.16,1,1
ST0963,Kiran Singh,ANITS,40,36,45.38,90.0,15.73,84.27,1,75.28,1,1
ST0964,Nikhil Gupta,GITAM,40,40,52.08,100.0,4.85,95.15,1,83.54,1,1
ST0968,Akhil Rao,VNR VJIET,40,37,48.55,92.5,14.77,85.23,1,76.82,1,1
ST0975,Kiran Verma,RGUKT,40,35,46.78,87.5,18.3,81.7,1,73.26,1,1
ST0976,Nikhil Yadav,AEC,40,39,51.22,97.5,9.31,90.69,1,80.96,1,1
ST0977,Harsha Sharma,Gudlavalleru Engg,40,39,49.95,97.5,9.04,90.96,1,81.04,1,1
ST0978,Arjun Rao,AEC,40,40,52.15,100.0,5.36,94.64,1,83.39,1,1
ST0979,Rohit Rao,Prasad V Potluri,40,34,45.2,85.0,19.58,80.42,1,71.63,1,1
ST0980,Jay Yadav,GITAM,40,34,44.75,85.0,19.63,80.37,1,71.61,1,1
